"b_Intercept","b_BoroughBROOKLYN","b_BoroughMANHATTAN","b_BoroughQUEENS","b_BoroughSTATENISLAND","sigma"
3.49012930851311,-0.104380644288869,-0.357067173206051,-0.186051349580486,-0.337073153232826,1.3077392400591
3.4586491138326,-0.0854288854979823,-0.380752686794095,-0.183068411805823,-0.289077476271035,1.31391973232292
3.47436242907314,-0.127839714991621,-0.38414443791234,-0.188879853837692,-0.305355326387927,1.32703587434136
3.49475474470933,-0.0994256543674148,-0.377484495027114,-0.198752348719751,-0.307419934021817,1.31797683951719
3.512907770072,-0.143092981690873,-0.381462359431743,-0.193243047472522,-0.312667317190881,1.32957426715368
3.520916954416,-0.0925893243426441,-0.361389598652922,-0.197630723349825,-0.299409556481324,1.3138279183614
3.62199618591778,-0.161238753113356,-0.424320355594082,-0.225039083690203,-0.397193348054884,1.32474003015531
3.60088893724728,-0.132667972153513,-0.37680264654839,-0.221054669360083,-0.346319000513302,1.32549309710657
3.6377432883023,-0.122387811236863,-0.401117499258584,-0.196279057458836,-0.275531156523685,1.31967576720696
3.75732626570806,-0.120253468473151,-0.378251415130281,-0.189824234163538,-0.257457564831103,1.32986531837552
3.79421970934742,-0.127400760010099,-0.39869904177198,-0.185465586098186,-0.286362358134542,1.31670576550118
3.67828163279221,-0.0967126624932013,-0.378283062795279,-0.158044120328799,-0.259907813734391,1.31699748228468
3.64559966673123,-0.111193471096208,-0.34145040984669,-0.205038024237572,-0.337691231726953,1.32803751082036
3.66537053329569,-0.086787023422946,-0.391835498759421,-0.163789363249559,-0.294643539930193,1.31720638842357
3.67714423123141,-0.131227227267391,-0.364360435611632,-0.197638369878938,-0.320074972408898,1.32520804918749
3.72694602870506,-0.107999910982412,-0.344976596946233,-0.175218479484275,-0.319909991891064,1.32613887315487
3.71359117693227,-0.107649914282046,-0.351101838039091,-0.170605457163767,-0.292333037921991,1.3272725107667
3.71150200806096,-0.0892189210949053,-0.368555777231684,-0.199956643462538,-0.306598482940892,1.32439797597789
3.71997626933129,-0.10901170899061,-0.386117523255137,-0.197091913455287,-0.320737035205066,1.3208464637942
3.7124491196642,-0.110136602903654,-0.365043704588657,-0.188635192326657,-0.328728461282314,1.31596250594859
3.77003474179515,-0.124926423623292,-0.3709875404717,-0.187296051618206,-0.36956181330625,1.31894823464507
3.88371373358894,-0.12017532039453,-0.357790355389679,-0.188362278126101,-0.374684929699011,1.32083636912791
3.88767357282254,-0.11209492168184,-0.360032383535157,-0.189683265560107,-0.336786874790884,1.3202984764389
3.79722348186408,-0.115162744771447,-0.363143034254569,-0.191506342475658,-0.30684866875064,1.31916376960929
3.73793902529608,-0.126048371467233,-0.363994181122168,-0.21312664631962,-0.277764923595522,1.32224464654123
3.76862476821888,-0.100683766118512,-0.350248008708893,-0.177075913373619,-0.31683935639543,1.31920593415192
3.77260811169107,-0.0996478213271387,-0.356133094324706,-0.190074283707269,-0.346229719251972,1.31652829396824
3.79818305865868,-0.147312129352782,-0.377367308221236,-0.193503559223961,-0.337418225664385,1.31777172337279
3.84549522548752,-0.118153385329804,-0.390211217781978,-0.187495862742715,-0.255110687760742,1.32826332656621
3.82514422695681,-0.133696762808883,-0.361967075884145,-0.196019030399648,-0.37944400153288,1.32997666560103
3.76848071927801,-0.122815554657044,-0.362248267101832,-0.187740588383864,-0.330047638064382,1.32729649891797
3.73580967821082,-0.117447754805642,-0.364929611947772,-0.187240787278551,-0.287210641861161,1.32883992385583
3.63292147001933,-0.0970408455238834,-0.362790480367189,-0.166064287580992,-0.295304519432689,1.32285008674581
3.75688258804939,-0.108224447899016,-0.384432178049257,-0.196554448146654,-0.316425202849778,1.32641832664238
